Datum,Photovoltaik[MWh] Produziert,Erdgas[MWh] Produziert,Windenergie[MWh] Produziert,Day-Ahead Preis DE/LU,Netzlast[MWh] Forecast
22.12.2019 20:00,0.00,4502.00,19423.0,34.77,53978.25
22.12.2019 21:00,0.00,4416.00,20053.25,31.78,52054.50
22.12.2019 22:00,0.00,3759.25,20579.5,28.01,51775.00
22.12.2019 23:00,0.00,3086.75,21978.5,23.04,48795.00
23.12.2019 00:00,0.00,2682.00,23587.5,6.89,45245.00
23.12.2019 01:00,0.00,2649.00,24408.0,-0.31,42802.50
23.12.2019 02:00,0.00,2617.50,24988.75,-4.85,41685.25
23.12.2019 03:00,0.00,2676.00,25568.5,-6.75,41459.25
23.12.2019 04:00,0.00,2693.00,26535.0,-5.39,42221.50
23.12.2019 05:00,0.00,2922.50,26459.0,2.16,44731.25
23.12.2019 06:00,0.00,3929.00,25998.25,22.84,51068.50
23.12.2019 07:00,0.25,4571.75,25801.25,30.6,56459.00
23.12.2019 08:00,94.50,4724.50,25811.25,35.0,58872.00
23.12.2019 09:00,966.00,4955.00,24938.25,37.0,59793.00
23.12.2019 10:00,2250.25,4978.25,25060.5,36.51,60623.00
23.12.2019 11:00,3338.75,4937.75,25833.0,34.0,61697.25
23.12.2019 12:00,3577.25,4895.25,25973.0,32.66,61735.00
23.12.2019 13:00,3153.50,4886.00,25485.25,30.75,60906.25
23.12.2019 14:00,2089.75,4807.50,24291.75,35.9,59812.75
23.12.2019 15:00,697.75,4902.75,23058.0,37.42,59534.75
23.12.2019 16:00,21.25,4973.25,23606.25,37.18,60404.00
23.12.2019 17:00,1.00,5038.25,24243.25,40.0,62316.50
23.12.2019 18:00,0.25,5237.75,24896.5,40.93,61783.50
23.12.2019 19:00,0.00,5062.50,26117.75,38.9,60229.25
23.12.2019 20:00,0.00,4737.25,27434.25,35.98,56952.25
23.12.2019 21:00,0.00,3958.25,27567.5,29.2,54311.50
23.12.2019 22:00,0.00,3230.50,26651.5,27.26,52393.25
23.12.2019 23:00,0.00,2945.00,26338.5,18.67,48782.50
24.12.2019 00:00,0.00,2614.25,26119.25,0.4,43808.25
24.12.2019 01:00,0.00,2726.50,24072.5,-2.99,41728.75
24.12.2019 02:00,0.00,2616.00,23244.5,-5.19,40863.25
24.12.2019 03:00,0.00,2569.75,22891.0,-7.45,40895.50
24.12.2019 04:00,0.00,2640.25,22212.25,-4.99,41387.25
24.12.2019 05:00,0.00,2912.25,21609.5,-1.7,42758.75
24.12.2019 06:00,0.00,3258.75,21020.0,-3.23,45936.00
24.12.2019 07:00,0.25,4080.50,21622.5,14.92,49778.75
24.12.2019 08:00,304.00,4524.50,20581.75,25.39,52341.00
24.12.2019 09:00,1895.00,4679.75,19591.0,29.47,54202.00
24.12.2019 10:00,3501.25,4713.00,18816.75,30.65,55480.25
24.12.2019 11:00,4141.75,4661.75,17251.5,30.78,56417.75
24.12.2019 12:00,3981.75,4598.50,16284.0,31.05,56604.00
24.12.2019 13:00,2818.75,4669.25,16149.0,31.75,55504.00
24.12.2019 14:00,1381.00,4693.00,16680.25,34.97,54368.75
24.12.2019 15:00,453.75,4670.50,17405.0,37.17,53847.25
24.12.2019 16:00,18.00,4696.75,17943.25,37.77,55397.75
24.12.2019 17:00,1.00,4837.00,18605.75,40.0,57776.00
24.12.2019 18:00,0.25,4806.00,19177.75,36.51,57228.00
24.12.2019 19:00,0.00,4779.25,18571.0,34.03,55264.00
24.12.2019 20:00,0.00,4527.25,18257.25,28.38,52200.25
24.12.2019 21:00,0.00,4305.00,17719.25,27.87,50076.25
24.12.2019 22:00,0.00,4073.25,16855.0,27.01,49241.00
24.12.2019 23:00,0.00,3556.50,16246.25,14.03,46396.00
25.12.2019 00:00,0.00,3046.50,15586.75,22.95,41303.25
25.12.2019 01:00,0.00,2875.25,15022.25,19.5,39157.50
25.12.2019 02:00,0.00,2841.50,14027.5,15.84,38385.25
25.12.2019 03:00,0.00,2841.25,13548.0,11.96,38588.00
25.12.2019 04:00,0.00,2846.50,13114.25,10.07,39020.75
25.12.2019 05:00,0.00,2883.00,12979.75,16.67,39181.75
25.12.2019 06:00,0.00,3029.75,12722.25,10.1,38294.50
25.12.2019 07:00,0.25,3193.75,13050.0,17.81,40391.75
25.12.2019 08:00,72.00,3584.50,13038.5,26.45,43185.00
25.12.2019 09:00,733.25,4011.75,13198.25,33.1,46403.50
25.12.2019 10:00,1849.50,4085.50,12539.0,31.62,48855.00
25.12.2019 11:00,2674.50,4111.50,12709.25,32.86,50341.00
25.12.2019 12:00,2797.50,4031.25,12956.5,30.88,50150.75
25.12.2019 13:00,2594.75,3996.50,13214.5,29.65,48325.75
25.12.2019 14:00,1779.75,3929.00,13279.25,30.54,47215.00
25.12.2019 15:00,614.00,3880.25,12521.0,35.44,47066.25
25.12.2019 16:00,22.25,4022.25,11925.75,36.3,48657.25
25.12.2019 17:00,1.00,4088.75,11570.5,37.37,51165.75
25.12.2019 18:00,0.25,4296.00,11315.25,36.45,51504.75
25.12.2019 19:00,0.00,4173.50,10791.0,35.46,50336.25
25.12.2019 20:00,0.00,4112.50,10028.0,32.93,48440.50
25.12.2019 21:00,0.00,4049.25,10219.75,33.65,47037.75
25.12.2019 22:00,0.00,4005.00,10345.5,34.28,46436.00
25.12.2019 23:00,0.00,3739.25,10774.75,19.8,43462.00
26.12.2019 00:00,0.00,3053.75,10980.75,27.95,40239.25
26.12.2019 01:00,0.00,3022.50,11033.0,26.35,38045.25
26.12.2019 02:00,0.00,2930.75,9956.5,26.34,37190.75
26.12.2019 03:00,0.00,3016.25,8952.0,25.58,37095.75
26.12.2019 04:00,0.00,3147.25,8149.75,26.33,37426.25
26.12.2019 05:00,0.00,3391.00,7257.0,28.37,37485.25
26.12.2019 06:00,0.00,3680.00,6755.75,27.14,36874.25
26.12.2019 07:00,0.00,3639.25,6243.5,26.78,39032.50
26.12.2019 08:00,159.00,4134.00,6028.25,30.0,41822.00
26.12.2019 09:00,1666.75,4568.00,5902.25,34.47,45240.75
26.12.2019 10:00,4104.75,4668.00,5533.25,34.95,47626.00
26.12.2019 11:00,5925.25,4768.75,4696.5,35.71,49269.75
26.12.2019 12:00,6478.00,4666.25,4154.25,35.69,48888.75
26.12.2019 13:00,5245.50,4684.25,3530.0,34.96,47204.75
26.12.2019 14:00,2642.00,4756.50,3410.0,36.83,45939.75
26.12.2019 15:00,721.00,5049.50,3049.25,38.53,45796.75
26.12.2019 16:00,23.50,5213.75,3086.5,39.75,47629.50
26.12.2019 17:00,0.00,5234.75,3412.75,42.55,50263.50
26.12.2019 18:00,0.25,5211.75,3886.75,42.64,50438.25
26.12.2019 19:00,0.00,5120.75,4254.25,40.92,49018.75
26.12.2019 20:00,0.00,5135.00,4614.75,37.24,47165.00
26.12.2019 21:00,0.00,5158.25,4730.0,36.78,45898.50
26.12.2019 22:00,0.00,5102.00,4866.75,36.45,45458.25
26.12.2019 23:00,0.00,5021.75,5107.5,32.09,42857.50
27.12.2019 00:00,0.00,4895.75,5141.25,31.17,41920.00
27.12.2019 01:00,0.00,4861.50,5267.25,30.02,40265.25
27.12.2019 02:00,0.00,4674.00,5394.5,28.67,39719.75
27.12.2019 03:00,0.00,4674.50,5654.75,28.7,40011.75
27.12.2019 04:00,0.00,4791.75,5960.5,29.19,41059.50
27.12.2019 05:00,0.00,5067.25,6936.25,31.03,43763.00
27.12.2019 06:00,0.00,5222.00,7613.5,33.1,48988.75
27.12.2019 07:00,0.25,5650.75,8578.0,38.89,54016.25
27.12.2019 08:00,73.50,5773.25,8974.25,38.55,56261.75
27.12.2019 09:00,1118.00,6136.50,8011.75,40.0,57669.00
27.12.2019 10:00,2996.00,6230.50,6510.5,40.0,58415.25
27.12.2019 11:00,4373.25,6247.00,5771.75,40.47,59152.25
27.12.2019 12:00,4625.50,6329.50,6104.0,40.15,58687.25
27.12.2019 13:00,3882.25,6277.25,6100.5,40.41,57527.25
27.12.2019 14:00,2433.50,6228.75,5266.0,42.2,56244.00
27.12.2019 15:00,802.00,6438.75,4412.5,45.13,55925.50
27.12.2019 16:00,19.00,6744.25,4447.25,46.53,57108.75
27.12.2019 17:00,0.25,6887.50,5236.75,49.38,58819.75
27.12.2019 18:00,0.00,7237.00,5536.0,44.88,58012.75
27.12.2019 19:00,0.00,7029.00,5846.5,43.99,56439.00
27.12.2019 20:00,0.00,6816.75,5948.25,39.52,53713.25
27.12.2019 21:00,0.00,6527.75,6240.0,36.67,51496.00
27.12.2019 22:00,0.00,6455.75,6113.5,35.38,49733.25
27.12.2019 23:00,0.00,6295.75,5746.0,34.75,46410.50
28.12.2019 00:00,0.00,6202.25,5028.0,30.17,44759.00
28.12.2019 01:00,0.00,6084.75,4468.0,29.5,42660.75
28.12.2019 02:00,0.00,6136.50,4196.75,29.43,41576.50
28.12.2019 03:00,0.00,6123.75,4267.25,28.2,41288.00
28.12.2019 04:00,0.00,6099.25,5189.75,28.53,41400.50
28.12.2019 05:00,0.00,6175.00,5457.5,27.4,41360.50
28.12.2019 06:00,0.00,6425.00,5287.25,29.2,41886.25
28.12.2019 07:00,0.25,6566.00,5225.25,31.63,44895.25
28.12.2019 08:00,237.00,6665.50,5320.0,34.61,48012.25
28.12.2019 09:00,2366.50,6720.25,5289.25,36.82,51081.00
28.12.2019 10:00,5164.75,6611.00,5381.75,35.61,52468.75
28.12.2019 11:00,7464.25,6567.25,5566.5,35.05,52911.75
28.12.2019 12:00,8315.75,6578.50,5021.25,34.7,52297.00
28.12.2019 13:00,6840.00,6648.00,5007.0,33.78,51018.50
28.12.2019 14:00,3982.25,6691.50,5561.75,34.91,50071.25
28.12.2019 15:00,1308.75,6783.00,5797.75,35.86,49995.50
28.12.2019 16:00,55.25,6871.25,6297.0,39.86,51880.00
28.12.2019 17:00,0.50,6906.75,6772.0,40.79,54611.75
28.12.2019 18:00,0.00,6929.50,7481.0,43.75,54529.50
28.12.2019 19:00,0.00,6828.50,8637.0,43.29,52834.50
28.12.2019 20:00,0.00,6789.75,9352.0,39.62,49653.00
28.12.2019 21:00,0.00,6618.50,10216.25,35.39,47536.75
28.12.2019 22:00,0.00,6365.75,10993.0,34.75,46751.00
28.12.2019 23:00,0.00,5755.75,11744.5,33.57,44097.25
29.12.2019 00:00,0.00,4670.50,11465.0,30.6,41706.75
29.12.2019 01:00,0.00,4651.00,10894.0,28.1,39777.75
29.12.2019 02:00,0.00,4617.50,10505.0,26.92,38876.50
29.12.2019 03:00,0.00,4562.75,10513.25,22.85,38642.75
29.12.2019 04:00,0.00,4646.25,10463.0,20.97,38635.75
29.12.2019 05:00,0.00,4710.75,10965.25,21.31,38575.50
29.12.2019 06:00,0.00,4747.00,12004.0,22.72,37897.75
29.12.2019 07:00,0.25,4886.50,12098.75,25.1,39750.75
29.12.2019 08:00,445.00,5179.25,12424.75,27.52,42449.00
29.12.2019 09:00,3864.75,5150.25,12914.75,30.04,45452.00
29.12.2019 10:00,8016.00,5113.75,12680.0,30.6,47476.25
29.12.2019 11:00,11160.75,5154.75,11948.75,30.93,49510.50
29.12.2019 12:00,11846.50,4934.50,11790.0,32.03,49673.75
29.12.2019 13:00,10093.75,4911.25,11670.5,30.61,48346.50
29.12.2019 14:00,6524.00,4897.00,12237.75,30.8,47410.25
29.12.2019 15:00,2265.75,5067.50,13411.5,32.86,47310.75
29.12.2019 16:00,103.00,5142.25,14884.5,33.97,49464.75
29.12.2019 17:00,0.25,5347.75,16759.75,39.53,52433.75
29.12.2019 18:00,0.00,5349.75,18454.25,41.16,52872.50
29.12.2019 19:00,0.00,5272.50,19534.25,39.6,51574.00
29.12.2019 20:00,0.00,5128.00,19737.0,38.14,49347.00
29.12.2019 21:00,0.00,4989.25,20878.25,32.0,47991.25
29.12.2019 22:00,0.00,4736.00,21379.5,30.11,47845.75
29.12.2019 23:00,0.00,4255.75,22057.0,30.17,45168.50
30.12.2019 00:00,0.00,3842.50,22870.5,11.07,42469.50
30.12.2019 01:00,0.00,3732.75,23141.25,11.84,40839.25
30.12.2019 02:00,0.00,3617.75,23422.0,6.16,40267.00
30.12.2019 03:00,0.00,3650.75,24276.0,1.4,40537.50
30.12.2019 04:00,0.00,3652.00,25193.0,4.81,41549.25
30.12.2019 05:00,0.00,4079.25,25670.75,16.43,43958.75
30.12.2019 06:00,0.00,4419.50,26315.0,26.9,49068.25
30.12.2019 07:00,0.50,4836.50,27072.0,30.38,54185.50
30.12.2019 08:00,378.75,4893.75,28057.75,32.04,56541.75
30.12.2019 09:00,3415.25,5025.00,27961.0,31.9,57729.00
30.12.2019 10:00,7158.50,4965.00,27712.75,29.06,58696.00
30.12.2019 11:00,10277.75,4894.50,26702.5,26.94,59497.25
30.12.2019 12:00,11365.00,4844.50,26439.75,30.3,59535.50
30.12.2019 13:00,10240.25,4862.50,25788.5,30.61,58947.00
30.12.2019 14:00,6878.00,5044.50,25314.75,31.53,58193.00
30.12.2019 15:00,2547.00,5273.50,26416.5,33.61,57803.50
30.12.2019 16:00,113.50,5526.00,29390.75,35.25,59135.75
30.12.2019 17:00,1.00,5696.50,31307.5,38.09,61435.75
30.12.2019 18:00,0.50,5848.25,32059.25,39.35,60825.25
30.12.2019 19:00,0.00,5785.00,32370.5,31.58,59236.25
30.12.2019 20:00,0.00,5646.00,32393.25,30.68,55893.25
30.12.2019 21:00,0.00,5188.25,32548.75,29.67,53498.25
30.12.2019 22:00,0.00,4686.75,31623.25,29.68,51904.50
30.12.2019 23:00,0.00,4364.00,30970.25,25.52,48297.50
31.12.2019 00:00,0.00,3781.25,30197.0,24.14,45281.25
31.12.2019 01:00,0.00,3500.75,29715.75,22.12,43433.75
31.12.2019 02:00,0.00,3271.25,29884.0,13.01,42491.00
31.12.2019 03:00,0.00,2902.50,29963.25,4.97,42607.75
31.12.2019 04:00,0.00,2951.00,29706.0,9.81,43163.25
31.12.2019 05:00,0.00,3540.25,28606.75,18.37,44438.25
31.12.2019 06:00,0.00,4159.75,26856.0,23.5,47128.50
31.12.2019 07:00,0.00,4622.75,24924.5,27.17,50609.75
31.12.2019 08:00,426.25,5009.25,23410.75,36.56,52711.75
31.12.2019 09:00,2992.75,5163.00,21537.0,40.43,54611.25
31.12.2019 10:00,5757.50,5230.00,20007.5,32.22,55708.00
31.12.2019 11:00,8009.75,5397.50,19157.0,38.98,56695.25
31.12.2019 12:00,8129.25,5545.50,18006.75,38.6,56829.00
31.12.2019 13:00,6146.00,5590.00,16400.0,37.9,56108.50
31.12.2019 14:00,3627.75,5628.75,14901.75,38.0,55286.00
31.12.2019 15:00,1169.00,5650.75,12689.0,39.58,55240.75
31.12.2019 16:00,46.00,5773.50,11676.25,42.28,56702.75
31.12.2019 17:00,1.00,5895.00,10941.0,46.06,59224.25
31.12.2019 18:00,0.25,5933.75,10339.75,47.73,58682.75
31.12.2019 19:00,0.00,5894.50,9791.25,46.0,57274.00
31.12.2019 20:00,0.00,5732.75,8940.75,42.2,54538.75
31.12.2019 21:00,0.00,5587.75,7721.0,39.74,52134.00
31.12.2019 22:00,0.00,5456.50,7373.75,38.88,50980.25
31.12.2019 23:00,0.00,5354.25,6712.0,24.33,48232.25
01.01.2020 00:00,0.00,6053.25,6634.25,41.88,45898.75
01.01.2020 01:00,0.00,5681.00,7056.0,38.6,43864.25
01.01.2020 02:00,0.00,5493.50,7437.0,36.55,42938.00
01.01.2020 03:00,0.00,5512.75,7549.75,32.32,42835.75
01.01.2020 04:00,0.00,5415.50,7750.5,30.85,42953.00
01.01.2020 05:00,0.00,5431.25,7727.5,30.14,42601.75
01.01.2020 06:00,0.00,5474.75,7511.0,30.17,41070.00
01.01.2020 07:00,0.25,5659.25,7409.5,30.0,42338.50
01.01.2020 08:00,366.75,5755.75,7337.25,30.65,44982.50
01.01.2020 09:00,3031.00,5826.75,7383.25,30.65,47804.75
01.01.2020 10:00,6618.75,5828.25,7329.5,30.27,49729.25
01.01.2020 11:00,9558.50,5837.75,7308.25,30.34,51545.00
01.01.2020 12:00,10892.50,5786.75,7530.0,30.99,51538.25
01.01.2020 13:00,10006.75,5767.75,7840.0,30.04,50148.75
01.01.2020 14:00,6892.50,5866.50,7406.75,30.75,49136.00
01.01.2020 15:00,2490.25,5955.75,7213.0,32.11,49167.50
01.01.2020 16:00,124.00,6307.25,8403.25,35.98,50324.50
01.01.2020 17:00,1.00,6347.50,10450.0,40.4,53513.75
01.01.2020 18:00,0.25,6424.75,12330.5,44.05,54915.50
01.01.2020 19:00,0.00,6452.25,13477.25,43.15,54401.25
01.01.2020 20:00,0.00,6427.75,13884.25,43.45,52709.00
01.01.2020 21:00,0.00,6253.00,14031.25,40.68,51354.00
01.01.2020 22:00,0.00,6193.00,12766.5,40.27,50756.00
01.01.2020 23:00,0.00,5774.75,12351.5,52.26,48039.00
02.01.2020 00:00,0.00,5592.00,12351.0,35.4,46393.75
02.01.2020 01:00,0.00,5616.50,11992.5,31.98,44778.00
02.01.2020 02:00,0.00,5615.75,11965.75,30.5,44412.00
02.01.2020 03:00,0.00,5409.75,11573.75,28.79,44701.50
02.01.2020 04:00,0.00,5611.50,11552.75,28.42,45730.75
02.01.2020 05:00,0.00,5779.00,12071.0,28.75,48781.50
02.01.2020 06:00,0.00,6050.75,13204.0,34.16,55058.50
02.01.2020 07:00,0.00,6803.00,14093.75,42.07,60023.25
02.01.2020 08:00,425.50,7246.50,14288.5,44.89,62159.75
02.01.2020 09:00,3131.00,7496.50,14838.75,45.26,62710.00
02.01.2020 10:00,6073.50,7580.00,14815.75,45.57,63218.25
02.01.2020 11:00,8115.00,7485.00,14283.75,45.09,63554.25
02.01.2020 12:00,8594.75,7495.75,13501.5,45.16,63297.50
02.01.2020 13:00,7197.50,7557.00,13512.25,44.9,62573.75
02.01.2020 14:00,4544.25,7533.75,14355.25,44.06,61901.50
02.01.2020 15:00,1407.50,7518.75,15565.5,44.84,61597.00
02.01.2020 16:00,55.25,7488.50,17166.0,44.4,62173.00
02.01.2020 17:00,0.00,7462.25,19466.25,46.05,64362.50
02.01.2020 18:00,0.25,7561.75,21673.0,46.72,64282.75
02.01.2020 19:00,0.00,7506.00,22840.25,45.26,62946.50
02.01.2020 20:00,0.00,6951.25,23582.75,39.32,59826.25
02.01.2020 21:00,0.00,6101.50,24441.75,34.06,57041.25
02.01.2020 22:00,0.00,5419.50,24684.25,32.22,54867.00
02.01.2020 23:00,0.00,4830.00,24950.0,34.85,51688.25
03.01.2020 00:00,0.00,4998.00,26067.25,21.47,50215.25
03.01.2020 01:00,0.00,4761.50,27378.25,13.04,48414.50
03.01.2020 02:00,0.00,4653.25,28204.75,1.53,47588.50
03.01.2020 03:00,0.00,4673.25,29140.25,0.14,47681.75
03.01.2020 04:00,0.00,4842.50,30414.5,0.85,48381.50
03.01.2020 05:00,0.00,5145.50,31428.5,9.92,50684.25
03.01.2020 06:00,0.00,5814.25,33140.25,24.48,55933.50
03.01.2020 07:00,0.00,6283.75,33852.75,26.68,61543.50
03.01.2020 08:00,251.00,6419.50,33986.25,28.81,64390.50
03.01.2020 09:00,1667.50,6482.50,33483.0,29.28,64600.00
03.01.2020 10:00,3054.50,6552.75,33438.75,28.85,65091.25
03.01.2020 11:00,3909.50,6613.75,33473.25,31.8,65296.25
03.01.2020 12:00,3952.50,6630.00,32010.25,37.94,64860.75
03.01.2020 13:00,2826.75,6293.00,32283.75,37.9,63450.25
03.01.2020 14:00,1619.75,5966.00,32784.75,38.11,62181.75
03.01.2020 15:00,605.50,6021.25,32701.25,37.91,61714.00
03.01.2020 16:00,31.75,6328.25,34014.0,38.44,62361.25
03.01.2020 17:00,0.25,6334.00,34709.0,40.47,64374.50
03.01.2020 18:00,0.00,6411.25,35824.75,41.35,64155.75
03.01.2020 19:00,0.00,6192.25,35390.5,33.37,62629.25
03.01.2020 20:00,0.00,6023.25,34510.75,28.89,59256.75
03.01.2020 21:00,0.00,5412.25,33692.25,27.7,56426.00
03.01.2020 22:00,0.00,5049.50,33149.75,25.7,54805.50
03.01.2020 23:00,0.00,4865.75,32550.75,24.99,51822.75
04.01.2020 00:00,0.00,4587.00,31868.0,22.9,51288.75
04.01.2020 01:00,0.00,4634.25,30770.0,15.95,49513.75
04.01.2020 02:00,0.00,4817.00,29534.5,16.63,48557.25
04.01.2020 03:00,0.00,4689.50,29222.75,6.45,48270.50
04.01.2020 04:00,0.00,4642.00,30541.25,3.83,48596.50
04.01.2020 05:00,0.00,4726.50,32318.0,0.12,48616.25
04.01.2020 06:00,0.00,5007.00,34417.5,0.07,48894.00
04.01.2020 07:00,0.00,5339.25,35346.25,19.07,50992.50
04.01.2020 08:00,115.50,5651.75,36345.75,17.49,54282.00
04.01.2020 09:00,1069.50,5871.00,37744.75,23.98,56519.25
04.01.2020 10:00,2197.00,5801.00,38672.25,8.8,57481.25
04.01.2020 11:00,2808.75,5831.00,39696.25,17.95,58357.75
04.01.2020 12:00,2869.50,5569.25,40396.5,19.5,58470.00
04.01.2020 13:00,2245.25,5563.25,40313.75,13.74,57157.50
04.01.2020 14:00,1377.00,5548.50,39526.75,17.42,56001.25
04.01.2020 15:00,528.25,5554.25,38134.0,20.38,55912.50
04.01.2020 16:00,30.75,5828.75,37634.75,25.08,57196.25
04.01.2020 17:00,0.50,6253.25,36288.25,28.88,60151.50
04.01.2020 18:00,0.00,6409.50,34142.25,32.02,60864.50
04.01.2020 19:00,0.00,6322.75,31403.0,35.35,59450.25
04.01.2020 20:00,0.00,6339.25,28772.0,29.98,56355.25
04.01.2020 21:00,0.00,6108.25,25212.5,34.46,54189.25
04.01.2020 22:00,0.00,6029.50,21599.5,39.75,53628.75
04.01.2020 23:00,0.00,5989.50,19059.5,22.04,51001.75
05.01.2020 00:00,0.00,5612.00,16773.5,33.1,43287.75
05.01.2020 01:00,0.00,5600.25,14918.25,32.28,41414.75
05.01.2020 02:00,0.00,5413.00,13376.0,31.18,40668.25
05.01.2020 03:00,0.00,5499.00,12279.5,30.1,40241.25
05.01.2020 04:00,0.00,5371.00,11502.75,29.96,40450.25
05.01.2020 05:00,0.00,5424.25,11202.5,29.88,40241.25
05.01.2020 06:00,0.00,5646.00,10787.0,30.38,39862.00
05.01.2020 07:00,0.00,6001.50,10280.25,31.15,41734.25
05.01.2020 08:00,180.75,6302.50,9881.75,32.09,44122.75
05.01.2020 09:00,1985.75,6751.00,9720.0,34.27,46919.75
05.01.2020 10:00,4168.25,6863.25,9472.0,37.53,49157.25
05.01.2020 11:00,5304.50,7099.25,9780.75,38.99,51340.25
05.01.2020 12:00,5345.75,7055.00,9816.25,38.15,51294.00
05.01.2020 13:00,4337.25,7021.75,10170.0,35.37,50267.25
05.01.2020 14:00,2711.75,6995.25,10792.25,34.44,49404.25
05.01.2020 15:00,960.50,7141.00,11768.25,36.1,48889.50
05.01.2020 16:00,54.25,7350.00,13637.25,40.59,50329.75
05.01.2020 17:00,0.00,7685.00,15425.5,44.68,53444.25
05.01.2020 18:00,0.00,7723.50,16513.0,46.16,54482.75
05.01.2020 19:00,0.00,7808.00,16649.5,44.62,53565.00
05.01.2020 20:00,0.00,7675.25,17486.75,39.5,51650.75
05.01.2020 21:00,0.00,7996.75,18078.25,35.76,50115.25
05.01.2020 22:00,0.00,7847.25,18031.75,36.49,50160.50
05.01.2020 23:00,0.00,7751.75,17999.25,37.95,47399.00
06.01.2020 00:00,0.00,7372.50,18270.25,29.16,44839.50
06.01.2020 01:00,0.00,7222.25,17620.75,29.0,42866.00
06.01.2020 02:00,0.00,7212.25,17167.75,29.08,41974.75
06.01.2020 03:00,0.00,7248.50,16855.5,27.72,42109.25
06.01.2020 04:00,0.00,7375.50,16861.25,27.03,43115.25
06.01.2020 05:00,0.00,7985.75,16374.5,28.98,45362.75
06.01.2020 06:00,0.00,8800.25,15576.75,33.18,50593.50
06.01.2020 07:00,0.25,9644.50,14696.5,43.13,54962.75
06.01.2020 08:00,307.75,9848.50,13956.0,44.52,56818.75
06.01.2020 09:00,2349.75,9976.50,13924.75,44.96,58626.25
06.01.2020 10:00,4829.75,10079.50,13938.25,44.0,60038.00
06.01.2020 11:00,6893.50,10412.00,13185.25,42.46,61273.00
06.01.2020 12:00,7829.75,10379.00,13205.75,41.3,61337.25
06.01.2020 13:00,7335.75,10222.25,13028.25,40.51,61080.00
06.01.2020 14:00,5316.00,10588.00,12815.0,41.22,60642.50
06.01.2020 15:00,2293.25,10667.00,12931.25,43.28,59867.25
06.01.2020 16:00,195.25,10735.50,14678.75,43.68,60878.25
06.01.2020 17:00,1.00,10918.00,16722.25,47.9,63307.00
06.01.2020 18:00,0.25,10890.25,18278.5,48.91,63481.25
06.01.2020 19:00,0.00,10865.50,19340.0,45.04,62050.25
06.01.2020 20:00,0.00,10534.75,20503.5,40.28,58852.00
06.01.2020 21:00,0.00,9200.75,21194.25,33.89,55959.75
06.01.2020 22:00,0.00,8582.00,21506.25,33.58,54324.50
06.01.2020 23:00,0.00,8035.75,21930.25,30.49,50713.75
07.01.2020 00:00,0.00,7995.50,22285.0,30.75,47277.25
07.01.2020 01:00,0.00,7972.25,21739.25,31.03,45136.25
07.01.2020 02:00,0.00,7681.75,21402.25,29.88,44795.25
07.01.2020 03:00,0.00,7605.50,21557.0,29.0,45083.00
07.01.2020 04:00,0.00,7901.00,21463.0,29.65,46490.00
07.01.2020 05:00,0.00,8996.50,21058.0,31.78,49544.75
07.01.2020 06:00,0.00,10337.25,20425.75,40.87,56277.25
07.01.2020 07:00,0.25,11520.25,19188.0,49.01,61396.00
07.01.2020 08:00,120.75,11807.50,17174.25,51.09,63353.50
07.01.2020 09:00,923.75,12332.50,14393.75,51.12,64367.50
07.01.2020 10:00,1793.25,12399.00,12922.0,49.83,65025.00
07.01.2020 11:00,2567.75,11866.50,12309.0,49.16,65842.50
07.01.2020 12:00,3157.75,11383.25,14347.5,48.43,65651.75
07.01.2020 13:00,3147.25,11337.00,16087.0,47.99,65313.50
07.01.2020 14:00,2329.00,11574.75,16701.0,47.41,64190.00
07.01.2020 15:00,931.25,11601.50,17178.0,45.87,63652.50
07.01.2020 16:00,82.00,11908.25,18296.5,45.9,64221.25
07.01.2020 17:00,1.00,12012.75,21047.5,47.96,66296.00
07.01.2020 18:00,0.00,11911.25,23365.25,48.11,66214.50
07.01.2020 19:00,0.00,11653.00,25195.25,43.63,64782.50
07.01.2020 20:00,0.00,10699.75,26854.5,33.6,61280.25
07.01.2020 21:00,0.00,8822.25,27900.75,32.93,58225.00
07.01.2020 22:00,0.00,7281.50,28002.25,31.29,56105.00
07.01.2020 23:00,0.00,5596.00,28970.25,32.41,52330.75
08.01.2020 00:00,0.00,5720.00,30077.5,18.95,50138.25
08.01.2020 01:00,0.00,5183.50,30970.0,4.96,48200.25
08.01.2020 02:00,0.00,5146.25,31527.75,0.1,47471.25
08.01.2020 03:00,0.00,5083.00,31471.75,0.11,47695.25
08.01.2020 04:00,0.00,5132.50,31070.25,1.75,48751.75
08.01.2020 05:00,0.00,5999.00,31054.25,20.74,51642.00
08.01.2020 06:00,0.00,7523.50,31020.5,25.57,58802.25
08.01.2020 07:00,0.25,10339.25,31464.25,32.47,63982.50
08.01.2020 08:00,94.50,10926.75,31471.0,33.07,66029.00
08.01.2020 09:00,669.50,11060.00,31370.25,33.05,66453.25
08.01.2020 10:00,1438.50,11229.50,31006.75,34.18,67012.25
08.01.2020 11:00,1974.25,11442.50,29912.5,39.63,67429.75
08.01.2020 12:00,2081.75,11505.00,28126.25,41.35,66768.25
08.01.2020 13:00,1746.00,11555.75,25975.25,44.83,65885.75
08.01.2020 14:00,1242.00,11768.00,23479.25,46.04,65001.25
08.01.2020 15:00,564.00,11862.00,20607.0,46.33,64821.25
08.01.2020 16:00,35.25,12115.25,17833.75,47.9,65372.00
