Datum,Photovoltaik[MWh] Produziert,Erdgas[MWh] Produziert,Windenergie[MWh] Produziert,Day-Ahead Preis DE/LU,Netzlast[MWh] Forecast
01.10.2018 00:00,0.00,3391.75,5886.5,59.53,-
01.10.2018 01:00,0.00,3257.50,6055.25,56.1,-
01.10.2018 02:00,0.00,3336.50,6034.0,51.41,42628.00
01.10.2018 03:00,0.00,3179.50,6300.5,47.38,42986.75
01.10.2018 04:00,0.00,3370.75,7117.5,47.59,44675.00
01.10.2018 05:00,0.00,3655.25,7842.5,51.61,48813.25
01.10.2018 06:00,0.00,4758.75,9506.25,69.13,57869.00
01.10.2018 07:00,208.25,5603.75,10531.5,77.32,63091.50
01.10.2018 08:00,2009.50,5656.25,10703.5,84.97,65697.25
01.10.2018 09:00,5139.50,5618.75,10171.25,79.56,66773.50
01.10.2018 10:00,8363.75,5494.50,10714.75,73.7,67731.25
01.10.2018 11:00,10239.00,5201.00,13001.25,71.63,69087.00
01.10.2018 12:00,11118.00,4731.25,14863.25,63.15,67618.50
01.10.2018 13:00,11295.25,4454.75,16326.0,60.24,67284.75
01.10.2018 14:00,10672.50,4742.50,18665.5,56.18,65931.00
01.10.2018 15:00,8562.25,4907.25,20001.25,53.0,65181.25
01.10.2018 16:00,5817.75,4995.50,20655.25,53.37,63297.50
01.10.2018 17:00,2844.75,5348.25,19791.25,60.42,63258.25
01.10.2018 18:00,527.25,5541.50,18170.25,69.93,63779.00
01.10.2018 19:00,1.00,5388.25,18033.0,75.0,64215.50
01.10.2018 20:00,0.00,5414.00,18579.0,65.83,62493.50
01.10.2018 21:00,0.00,5262.25,18509.75,53.86,59105.25
01.10.2018 22:00,0.00,4556.25,17824.0,46.46,54674.00
02.10.2018 00:00,0.00,3096.50,16644.75,45.1,46408.00
02.10.2018 01:00,0.00,3075.25,15979.75,44.1,44746.00
02.10.2018 02:00,0.00,3065.50,15679.5,44.06,-
02.10.2018 03:00,0.00,3061.50,16606.75,43.77,-
02.10.2018 04:00,0.00,3050.50,17906.25,44.29,-
02.10.2018 05:00,0.00,3315.75,19350.0,48.13,-
02.10.2018 06:00,0.00,3869.00,20928.25,57.7,-
02.10.2018 07:00,251.00,4321.25,22363.75,68.21,-
02.10.2018 08:00,2417.75,4235.75,22946.0,70.36,-
02.10.2018 09:00,5355.50,4058.75,24052.5,54.53,-
02.10.2018 10:00,7523.75,4025.00,27131.0,48.49,-
02.10.2018 11:00,8802.25,3801.00,30710.5,46.19,-
02.10.2018 12:00,8490.75,3705.00,33364.0,44.15,-
02.10.2018 13:00,7096.25,3665.50,34918.75,30.79,-
02.10.2018 14:00,6174.50,3575.00,35692.5,27.75,-
02.10.2018 15:00,4505.75,3444.25,35657.0,30.74,-
02.10.2018 16:00,2910.50,3426.75,36100.5,26.77,-
02.10.2018 17:00,1367.50,3432.50,35747.75,38.68,-
02.10.2018 18:00,226.75,3499.25,35311.25,48.52,-
02.10.2018 19:00,0.25,3528.25,34734.5,49.03,-
02.10.2018 20:00,0.00,3313.50,34653.75,45.43,-
02.10.2018 21:00,0.00,2780.75,34712.0,32.04,-
02.10.2018 22:00,0.00,2609.75,33837.5,26.22,-
02.10.2018 23:00,0.00,2432.75,33919.5,42.5,-
03.10.2018 00:00,0.00,2292.75,33995.5,2.13,-
03.10.2018 01:00,0.00,2278.50,33872.5,0.1,-
03.10.2018 02:00,0.00,2272.50,34305.75,0.05,-
03.10.2018 03:00,0.00,2280.00,33903.0,0.07,-
03.10.2018 04:00,0.00,2267.00,33596.5,-0.08,-
03.10.2018 05:00,0.00,2273.50,33135.25,-0.09,-
03.10.2018 06:00,0.00,2330.00,33291.75,-4.97,-
03.10.2018 07:00,155.75,2394.75,32293.5,-0.06,-
03.10.2018 08:00,1775.25,2392.25,30567.75,0.7,-
03.10.2018 09:00,4773.00,2352.75,29324.0,0.91,-
03.10.2018 10:00,8390.00,2366.00,28541.5,-0.03,-
03.10.2018 11:00,10979.50,2372.25,28901.0,0.03,-
03.10.2018 12:00,12210.25,2330.25,29119.5,-0.04,-
03.10.2018 13:00,12816.50,2341.00,28566.0,0.0,-
03.10.2018 14:00,12892.50,2342.25,27520.5,0.03,-
03.10.2018 15:00,11013.00,2359.25,26545.25,5.75,-
03.10.2018 16:00,7555.50,2416.75,24155.5,20.28,-
03.10.2018 17:00,3416.00,2830.00,21637.25,43.2,-
03.10.2018 18:00,547.00,3520.25,18020.25,63.23,-
03.10.2018 19:00,0.75,3918.25,16086.5,71.44,-
03.10.2018 20:00,0.00,4003.50,15227.0,67.95,-
03.10.2018 21:00,0.00,3939.25,14949.5,56.88,-
03.10.2018 22:00,0.00,3876.75,14476.25,62.85,-
03.10.2018 23:00,0.00,3336.75,13152.0,1.08,-
04.10.2018 00:00,0.00,3394.75,12073.25,53.24,-
04.10.2018 01:00,0.00,3270.25,11545.5,46.1,-
04.10.2018 02:00,0.00,3355.25,10997.25,45.6,-
04.10.2018 03:00,0.00,3370.50,10581.0,46.88,-
04.10.2018 04:00,0.00,3505.50,10752.0,47.53,-
04.10.2018 05:00,0.00,3951.25,10055.75,50.88,-
04.10.2018 06:00,0.00,5644.75,9920.0,74.69,-
04.10.2018 07:00,250.75,5853.00,9444.75,80.15,-
04.10.2018 08:00,2923.25,6202.75,8166.0,81.0,-
04.10.2018 09:00,7358.00,6404.25,6493.5,82.09,-
04.10.2018 10:00,11378.25,6605.00,6263.75,78.96,-
04.10.2018 11:00,14227.50,6773.50,6423.25,75.34,-
04.10.2018 12:00,16104.50,6534.75,7089.75,63.05,-
04.10.2018 13:00,16775.00,6297.50,7781.5,54.49,-
04.10.2018 14:00,16022.50,6166.00,8000.25,54.4,-
04.10.2018 15:00,13399.75,6167.75,7783.25,57.61,-
04.10.2018 16:00,9140.75,6112.50,7676.75,66.96,-
04.10.2018 17:00,4103.00,6390.50,7566.5,77.23,-
04.10.2018 18:00,550.00,6419.75,7375.75,80.25,-
04.10.2018 19:00,0.25,6444.25,7983.5,88.08,-
04.10.2018 20:00,0.00,6472.00,8941.25,80.67,-
04.10.2018 21:00,0.00,5920.25,9553.25,72.22,-
04.10.2018 22:00,0.00,4248.00,10415.75,53.98,-
04.10.2018 23:00,0.00,3547.00,11860.0,48.72,-
05.10.2018 00:00,0.00,3512.50,12726.75,49.57,-
05.10.2018 01:00,0.00,3589.75,13225.75,51.16,-
05.10.2018 02:00,0.00,3475.25,13310.5,48.91,-
05.10.2018 03:00,0.00,3466.75,13268.75,47.36,-
05.10.2018 04:00,0.00,3457.75,12809.75,48.28,-
05.10.2018 05:00,0.00,3787.50,12102.75,54.18,-
05.10.2018 06:00,0.00,5311.75,11132.0,63.62,-
05.10.2018 07:00,318.25,6243.50,10940.5,78.87,-
05.10.2018 08:00,4125.00,6193.50,10273.25,79.74,-
05.10.2018 09:00,10694.25,6088.00,8676.75,74.5,-
05.10.2018 10:00,16886.25,5618.75,6441.75,55.42,-
05.10.2018 11:00,21199.75,5099.75,5640.5,50.21,-
05.10.2018 12:00,23342.50,4808.75,5851.0,46.64,-
05.10.2018 13:00,23391.00,4718.50,6050.5,50.72,-
05.10.2018 14:00,21434.25,4580.25,6076.5,48.24,-
05.10.2018 15:00,17548.00,4637.25,5775.75,48.55,-
05.10.2018 16:00,11761.75,5151.50,5318.75,54.98,-
05.10.2018 17:00,5040.00,5484.50,5087.5,74.99,-
05.10.2018 18:00,594.75,5667.25,5695.5,78.66,-
05.10.2018 19:00,0.00,5574.75,8126.25,82.96,-
05.10.2018 20:00,0.00,5448.50,10481.25,79.9,-
05.10.2018 21:00,0.00,4691.50,12100.0,65.08,-
05.10.2018 22:00,0.00,3944.00,12635.0,59.86,-
05.10.2018 23:00,0.00,3834.75,12435.25,52.25,-
06.10.2018 00:00,0.00,3621.50,11335.0,50.1,-
06.10.2018 01:00,0.00,3609.75,10382.25,52.98,-
06.10.2018 02:00,0.00,3348.00,9756.0,51.52,44305.75
06.10.2018 03:00,0.00,3339.25,8978.25,51.0,44011.50
06.10.2018 04:00,0.00,3408.00,8286.25,50.0,44315.75
06.10.2018 05:00,0.00,3561.75,7788.5,46.91,44698.00
06.10.2018 06:00,0.00,3700.75,7620.25,53.03,46403.00
06.10.2018 07:00,261.25,3657.50,8007.25,62.37,49370.50
06.10.2018 08:00,3413.25,3678.00,8084.75,63.98,53156.50
06.10.2018 09:00,9193.00,3750.50,6935.0,70.72,56146.75
06.10.2018 10:00,14482.00,3517.50,4633.75,64.79,57223.00
06.10.2018 11:00,18051.50,3153.75,3502.5,59.06,58016.25
06.10.2018 12:00,19631.75,3338.00,3471.25,58.0,56600.25
06.10.2018 13:00,19209.50,3323.25,4005.75,51.51,54888.75
06.10.2018 14:00,16948.75,3281.75,4431.75,50.2,53593.25
06.10.2018 15:00,13123.75,3368.50,4803.0,49.23,53426.25
06.10.2018 16:00,8080.50,3632.50,4722.5,54.81,53085.50
06.10.2018 17:00,2967.50,4143.50,4824.25,59.93,53283.00
06.10.2018 18:00,348.00,4759.00,5369.75,72.06,54406.25
06.10.2018 19:00,0.00,4900.75,6906.5,82.27,55784.25
06.10.2018 20:00,0.00,4845.00,9791.75,70.6,53750.25
06.10.2018 21:00,0.00,4671.25,11102.25,61.39,51378.00
06.10.2018 22:00,0.00,4557.25,11987.5,57.02,49328.25
06.10.2018 23:00,0.00,3341.25,13022.5,54.7,46139.50
07.10.2018 00:00,0.00,2984.00,13269.75,50.49,44018.00
07.10.2018 01:00,0.00,2851.00,13708.5,47.11,42291.50
07.10.2018 02:00,0.00,2706.25,14593.0,45.75,-
07.10.2018 03:00,0.00,2627.50,15075.0,43.02,-
07.10.2018 04:00,0.00,2379.25,15726.5,42.5,-
07.10.2018 05:00,0.00,2435.75,15446.5,43.8,-
07.10.2018 06:00,0.00,2475.00,15382.25,44.6,-
07.10.2018 07:00,127.75,2497.50,15033.75,46.56,-
07.10.2018 08:00,2088.00,2569.75,13489.0,50.71,-
07.10.2018 09:00,5817.75,2736.25,12019.25,55.98,-
07.10.2018 10:00,9871.25,2744.00,10767.25,55.09,-
07.10.2018 11:00,12685.75,2748.50,10167.5,55.13,-
07.10.2018 12:00,14046.75,2788.00,8724.5,54.06,-
07.10.2018 13:00,14186.75,2691.75,7445.5,50.9,-
07.10.2018 14:00,12946.75,2697.75,5960.25,49.91,-
07.10.2018 15:00,10581.00,2792.50,5053.0,49.05,-
07.10.2018 16:00,6879.00,3152.75,4118.0,50.21,-
07.10.2018 17:00,2998.25,4405.00,3374.75,55.48,-
07.10.2018 18:00,345.75,5167.50,3071.0,70.0,-
07.10.2018 19:00,0.00,5278.75,3530.5,80.94,-
07.10.2018 20:00,0.00,5287.25,3921.0,77.07,-
07.10.2018 21:00,0.00,5296.50,4104.5,71.47,-
07.10.2018 22:00,0.00,5167.25,4694.75,68.3,-
07.10.2018 23:00,0.00,4045.75,5836.5,46.46,-
08.10.2018 00:00,0.00,3595.75,6857.25,55.59,-
08.10.2018 01:00,0.00,3616.25,7574.75,50.3,-
08.10.2018 02:00,0.00,3477.00,7940.25,50.16,40694.50
08.10.2018 03:00,0.00,3637.00,8226.5,47.32,41161.50
08.10.2018 04:00,0.00,3768.50,8731.75,47.94,42891.25
08.10.2018 05:00,0.00,4226.00,9271.25,51.14,47040.75
08.10.2018 06:00,0.00,5491.50,10225.25,62.79,55966.50
08.10.2018 07:00,161.50,6398.00,10610.25,79.98,61677.00
08.10.2018 08:00,2539.50,6787.50,10391.75,82.42,64618.75
08.10.2018 09:00,6716.25,6749.50,9627.25,81.58,65404.50
08.10.2018 10:00,11062.50,6739.75,7927.5,66.89,66301.50
08.10.2018 11:00,14625.50,6676.50,7311.75,52.06,67641.00
08.10.2018 12:00,17240.50,6629.00,7416.75,51.57,65954.00
08.10.2018 13:00,18495.00,6688.75,7302.5,49.96,65626.25
08.10.2018 14:00,17562.25,6989.25,7209.25,52.07,64414.25
08.10.2018 15:00,14504.00,6985.75,7293.25,52.81,63467.00
08.10.2018 16:00,9183.50,6954.50,6895.75,61.52,61195.75
08.10.2018 17:00,3521.50,7251.50,6773.5,74.9,61772.50
08.10.2018 18:00,320.50,7355.00,7189.5,85.37,62274.00
08.10.2018 19:00,0.00,7643.25,7973.0,102.01,63442.50
08.10.2018 20:00,0.00,7534.50,8241.5,85.77,61140.00
08.10.2018 21:00,0.00,7591.00,8245.5,78.1,58003.25
08.10.2018 22:00,0.00,7387.25,8051.5,58.01,53693.25
08.10.2018 23:00,0.00,6825.25,7938.25,59.91,49957.75
09.10.2018 00:00,0.00,6931.75,7773.5,56.77,47590.25
09.10.2018 01:00,0.00,6989.75,7171.25,57.43,46000.75
09.10.2018 02:00,0.00,6753.50,6821.75,55.11,-
09.10.2018 03:00,0.00,6575.00,6924.75,52.35,-
09.10.2018 04:00,0.00,6858.75,6877.5,54.86,-
09.10.2018 05:00,0.00,7169.50,6932.5,57.99,-
09.10.2018 06:00,0.00,8105.00,7585.5,74.27,-
09.10.2018 07:00,122.50,8395.75,7957.0,91.37,-
09.10.2018 08:00,2248.75,8382.75,8239.5,96.68,-
09.10.2018 09:00,5975.75,8815.25,8371.25,91.95,-
09.10.2018 10:00,10267.50,8804.00,7676.5,82.54,-
09.10.2018 11:00,13907.00,8956.75,7117.75,64.7,-
09.10.2018 12:00,16253.25,8493.50,7377.0,54.31,-
09.10.2018 13:00,16974.00,8139.00,7558.25,53.35,-
09.10.2018 14:00,16014.00,8611.50,7143.0,55.64,-
09.10.2018 15:00,13137.75,8664.75,6449.75,62.41,-
09.10.2018 16:00,8470.50,8526.25,5783.0,68.97,-
09.10.2018 17:00,3269.25,8670.25,5593.25,83.2,-
09.10.2018 18:00,271.50,8530.75,5636.75,90.0,-
09.10.2018 19:00,0.00,8670.25,5982.25,110.28,-
09.10.2018 20:00,0.00,8222.00,6689.25,92.55,-
09.10.2018 21:00,0.00,7803.00,7252.75,80.51,-
09.10.2018 22:00,0.00,7547.00,7507.75,69.76,-
09.10.2018 23:00,0.00,6610.25,7105.5,52.95,-
10.10.2018 00:00,0.00,5380.50,6273.0,53.7,-
10.10.2018 01:00,0.00,5030.75,5467.0,55.13,-
10.10.2018 02:00,0.00,4953.25,4488.5,54.88,-
10.10.2018 03:00,0.00,5368.50,3650.75,54.05,-
10.10.2018 04:00,0.00,5721.75,3134.75,54.64,-
10.10.2018 05:00,0.00,6247.25,3007.75,55.46,-
10.10.2018 06:00,0.00,7006.50,3382.25,72.16,-
10.10.2018 07:00,123.75,7462.75,3966.75,88.0,-
10.10.2018 08:00,2509.00,7665.00,4603.75,93.22,-
10.10.2018 09:00,7369.25,7670.75,5112.25,86.84,-
10.10.2018 10:00,12594.25,7747.00,4837.0,80.81,-
10.10.2018 11:00,17341.00,7313.50,3857.25,73.69,-
10.10.2018 12:00,20400.25,6190.25,4526.75,55.27,-
10.10.2018 13:00,21134.25,5058.25,5755.75,53.61,-
10.10.2018 14:00,19582.50,4999.50,6806.0,51.99,-
10.10.2018 15:00,15878.50,5553.00,8302.5,53.68,-
10.10.2018 16:00,10223.00,5990.50,9950.75,57.47,-
10.10.2018 17:00,3917.25,6157.75,11404.25,69.3,-
10.10.2018 18:00,274.75,6259.50,15938.25,70.68,-
10.10.2018 19:00,0.00,6190.25,22149.0,72.88,-
10.10.2018 20:00,0.00,5092.75,25019.0,53.71,-
10.10.2018 21:00,0.00,4069.00,25580.5,51.18,-
10.10.2018 22:00,0.00,3682.50,24901.0,46.74,-
10.10.2018 23:00,0.00,3612.25,24379.25,60.56,-
11.10.2018 00:00,0.00,3218.00,23456.25,35.01,-
11.10.2018 01:00,0.00,3181.25,23083.0,31.71,-
11.10.2018 02:00,0.00,3174.00,22228.5,29.97,46186.50
11.10.2018 03:00,0.00,3171.50,21941.75,30.05,46433.00
11.10.2018 04:00,0.00,3302.25,21523.75,35.85,47693.75
11.10.2018 05:00,0.00,3930.50,21158.75,44.08,51113.00
11.10.2018 06:00,0.00,5061.25,21407.75,49.98,58846.75
11.10.2018 07:00,172.00,5406.25,20311.75,72.96,64724.25
11.10.2018 08:00,3497.50,5502.00,18936.5,71.52,67262.75
11.10.2018 09:00,9717.50,5472.25,15308.25,59.8,67822.00
11.10.2018 10:00,15358.00,5427.50,11312.0,49.21,68630.75
11.10.2018 11:00,19261.25,5259.25,9401.0,48.61,69168.25
11.10.2018 12:00,20893.25,5032.00,8924.25,47.02,68541.00
11.10.2018 13:00,20324.00,5064.50,8288.5,46.9,67784.75
11.10.2018 14:00,17840.00,5088.25,8154.0,49.25,66592.00
11.10.2018 15:00,13740.25,5042.50,8749.75,59.95,65774.75
11.10.2018 16:00,8236.75,5125.00,9640.5,65.06,64560.00
11.10.2018 17:00,2732.50,5086.75,10424.75,72.85,63950.00
11.10.2018 18:00,153.00,5008.50,12930.75,81.3,64644.50
11.10.2018 19:00,0.00,5009.25,16351.0,88.5,66109.75
11.10.2018 20:00,0.00,4507.75,18446.0,76.34,63367.25
11.10.2018 21:00,0.00,4468.50,19143.5,58.62,59828.75
11.10.2018 22:00,0.00,3864.25,18946.5,52.04,56202.00
11.10.2018 23:00,0.00,3177.50,18554.5,33.04,51831.75
12.10.2018 00:00,0.00,3194.50,18285.25,45.85,50265.75
12.10.2018 01:00,0.00,3378.25,18321.5,45.88,48249.00
12.10.2018 02:00,0.00,3119.75,18356.25,45.6,47387.25
12.10.2018 03:00,0.00,3095.50,18127.5,45.64,47674.50
12.10.2018 04:00,0.00,3125.75,17529.25,45.8,49002.50
12.10.2018 05:00,0.00,3362.75,17287.0,49.64,52138.25
12.10.2018 06:00,0.00,4786.50,17555.25,56.65,59507.50
12.10.2018 07:00,107.75,5296.25,17387.75,69.87,64877.50
12.10.2018 08:00,2969.75,5673.50,16226.0,71.47,67268.25
12.10.2018 09:00,9126.25,5558.75,13401.25,69.71,68123.50
12.10.2018 10:00,14871.00,5652.75,9580.5,69.52,68416.25
12.10.2018 11:00,19085.25,5601.25,8211.75,61.95,69019.75
12.10.2018 12:00,21226.25,5311.75,8016.5,49.25,68053.00
12.10.2018 13:00,21170.00,5494.25,8234.5,48.75,66918.25
12.10.2018 14:00,18968.25,5317.25,8676.25,47.84,65198.75
12.10.2018 15:00,14943.50,5707.75,8700.25,53.32,64532.25
12.10.2018 16:00,9265.75,5673.75,8027.25,56.95,63464.75
12.10.2018 17:00,3142.50,6060.00,7054.5,67.32,62941.75
12.10.2018 18:00,165.00,6373.25,8699.75,69.94,63816.50
12.10.2018 19:00,0.00,5998.00,12086.0,79.08,65237.00
12.10.2018 20:00,0.00,5626.75,15952.25,65.0,62508.50
12.10.2018 21:00,0.00,4955.25,17894.0,53.58,59047.00
12.10.2018 22:00,0.00,4516.75,17900.25,50.0,55595.25
12.10.2018 23:00,0.00,3822.25,17977.75,47.86,51544.25
13.10.2018 00:00,0.00,3404.50,17627.25,47.8,47562.50
13.10.2018 01:00,0.00,3330.00,16601.75,43.97,45416.25
13.10.2018 02:00,0.00,3253.50,15816.5,42.08,44194.50
13.10.2018 03:00,0.00,3253.75,15109.5,39.14,43969.50
13.10.2018 04:00,0.00,3188.50,14167.0,42.74,44234.25
13.10.2018 05:00,0.00,3355.00,13521.5,43.91,44717.00
13.10.2018 06:00,0.00,3397.50,13570.0,48.34,46186.00
13.10.2018 07:00,108.50,3536.75,13738.25,58.18,49343.75
13.10.2018 08:00,3173.00,3565.25,13818.25,62.9,53214.50
13.10.2018 09:00,9314.75,3513.25,12778.25,62.43,55996.50
13.10.2018 10:00,15253.50,3237.50,9659.75,52.55,57353.50
13.10.2018 11:00,19361.00,3231.00,7896.25,44.05,58293.25
13.10.2018 12:00,21377.00,3054.50,7855.5,37.4,57231.50
13.10.2018 13:00,21348.25,2954.50,8952.25,34.1,55538.25
13.10.2018 14:00,19373.00,2874.25,10327.75,31.95,54053.75
13.10.2018 15:00,15411.00,2916.00,10915.75,37.42,53610.75
13.10.2018 16:00,9594.50,3262.75,11106.25,50.23,53668.25
13.10.2018 17:00,3210.00,3338.50,11121.0,60.46,53799.50
13.10.2018 18:00,162.75,3498.50,14965.0,64.54,55229.25
13.10.2018 19:00,0.00,3381.25,20646.5,55.85,56633.50
13.10.2018 20:00,0.00,3167.00,23693.25,40.59,54269.00
13.10.2018 21:00,0.00,3121.25,24660.5,31.52,51860.00
13.10.2018 22:00,0.00,3070.50,23701.0,24.72,50227.00
13.10.2018 23:00,0.00,2836.00,22508.75,43.88,46800.50
14.10.2018 00:00,0.00,2549.50,21218.0,20.76,43809.00
14.10.2018 01:00,0.00,2439.75,20527.0,21.44,41917.25
14.10.2018 02:00,0.00,2389.25,20091.75,20.89,40975.25
14.10.2018 03:00,0.00,2389.00,19929.0,19.52,40664.50
14.10.2018 04:00,0.00,2405.50,19521.25,20.72,41044.00
14.10.2018 05:00,0.00,2457.25,19359.75,20.79,41210.50
14.10.2018 06:00,0.00,2485.75,19552.75,22.07,41830.25
14.10.2018 07:00,100.50,2524.50,19333.5,25.86,44028.50
14.10.2018 08:00,3083.50,2524.50,17976.0,27.69,47369.50
14.10.2018 09:00,9325.75,2524.25,15108.0,26.71,50441.75
14.10.2018 10:00,15348.50,2511.75,11739.25,26.94,52085.00
14.10.2018 11:00,19544.50,2511.75,10526.25,25.76,54087.50
14.10.2018 12:00,21569.50,2451.00,11034.5,20.73,53454.25
14.10.2018 13:00,21447.75,2442.00,12618.0,20.75,51503.50
14.10.2018 14:00,19339.25,2440.00,13794.5,13.92,49898.25
14.10.2018 15:00,15274.00,2430.25,15451.0,19.54,49471.50
14.10.2018 16:00,9317.50,2671.50,15570.0,20.74,49570.25
14.10.2018 17:00,2941.75,3099.50,14791.5,42.82,50741.25
14.10.2018 18:00,121.00,3767.25,16263.25,56.56,52967.25
14.10.2018 19:00,0.00,3983.75,19535.75,68.09,54610.50
14.10.2018 20:00,0.00,3731.75,21389.25,40.54,52920.25
14.10.2018 21:00,0.00,3649.25,20645.75,32.9,50945.75
14.10.2018 22:00,0.00,3280.75,18347.25,31.32,49501.75
14.10.2018 23:00,0.00,3048.75,16890.0,20.29,46443.25
15.10.2018 00:00,0.00,2908.50,16053.5,34.93,44307.25
15.10.2018 01:00,0.00,2950.50,14709.25,30.86,42932.00
15.10.2018 02:00,0.00,2942.75,13047.5,29.05,42368.25
15.10.2018 03:00,0.00,3027.50,11647.75,30.06,42692.75
15.10.2018 04:00,0.00,3095.50,10677.25,33.0,44558.00
15.10.2018 05:00,0.00,3581.00,10266.0,42.0,48864.75
15.10.2018 06:00,0.00,5763.50,10220.5,60.02,57804.50
15.10.2018 07:00,64.75,6895.00,9858.25,79.38,63968.25
15.10.2018 08:00,2685.75,7574.75,9502.5,79.05,66745.00
15.10.2018 09:00,8428.25,7751.25,7904.75,74.72,67427.00
15.10.2018 10:00,14159.00,7593.50,5123.5,62.39,68158.75
15.10.2018 11:00,18016.75,7663.50,3271.0,52.89,69350.25
15.10.2018 12:00,19769.75,7658.00,2832.0,48.52,67445.75
15.10.2018 13:00,19464.00,7563.00,2962.75,49.82,67235.25
15.10.2018 14:00,17567.75,7531.25,3363.0,51.45,66024.50
15.10.2018 15:00,13775.25,7737.25,3570.75,55.26,65366.75
15.10.2018 16:00,8198.00,8118.00,3434.0,71.86,63624.50
15.10.2018 17:00,2558.75,8447.50,3635.25,80.28,63766.50
15.10.2018 18:00,115.50,8515.50,4772.5,90.0,64556.75
15.10.2018 19:00,0.00,8582.75,5903.0,107.32,65373.50
15.10.2018 20:00,0.00,8598.25,6396.25,75.31,62616.50
15.10.2018 21:00,0.00,8491.50,5908.5,70.49,59407.00
15.10.2018 22:00,0.00,8135.00,5469.75,59.05,55012.25
15.10.2018 23:00,0.00,7310.25,4781.5,27.0,51374.00
16.10.2018 00:00,0.00,6211.50,4042.0,56.06,48472.00
16.10.2018 01:00,0.00,6129.50,3573.5,53.55,46830.50
16.10.2018 02:00,0.00,5971.00,3104.0,52.01,45956.25
16.10.2018 03:00,0.00,5960.25,2674.0,51.0,46121.25
16.10.2018 04:00,0.00,6049.75,2100.25,52.2,47551.00
16.10.2018 05:00,0.00,7117.75,2091.25,57.02,50766.50
16.10.2018 06:00,0.00,8823.25,2315.0,77.73,58701.50
16.10.2018 07:00,48.75,9204.50,2364.75,86.98,64570.50
16.10.2018 08:00,2177.50,9202.25,2116.25,95.01,67198.50
16.10.2018 09:00,7160.50,9187.00,1856.5,86.02,68008.00
16.10.2018 10:00,12224.25,9187.25,1335.25,78.82,68356.50
16.10.2018 11:00,15829.75,9078.25,844.0,75.93,69426.00
16.10.2018 12:00,17515.50,8968.75,740.0,70.91,68368.00
16.10.2018 13:00,17410.50,8938.50,751.5,69.36,67442.75
16.10.2018 14:00,15208.25,8884.50,790.5,68.61,66277.00
16.10.2018 15:00,11704.25,8902.75,835.5,69.19,65696.00
16.10.2018 16:00,6872.25,8909.50,1040.0,74.04,64379.25
16.10.2018 17:00,2028.25,8970.00,1250.0,80.95,64112.25
16.10.2018 18:00,81.25,9047.00,1656.75,89.97,65312.25
16.10.2018 19:00,0.00,9130.50,2015.5,105.12,66549.75
16.10.2018 20:00,0.00,9057.50,2749.75,84.96,63565.75
16.10.2018 21:00,0.00,8986.25,3424.75,76.02,59949.00
16.10.2018 22:00,0.00,7982.50,3638.0,59.99,55688.00
16.10.2018 23:00,0.00,7059.75,3826.25,59.07,51515.75
17.10.2018 00:00,0.00,6948.25,4009.75,55.01,47223.75
17.10.2018 01:00,0.00,6805.00,4155.0,52.33,45640.75
17.10.2018 02:00,0.00,6512.00,4212.25,50.33,-
17.10.2018 03:00,0.00,6349.25,3983.5,50.0,-
17.10.2018 04:00,0.00,6757.00,3471.0,51.52,-
17.10.2018 05:00,0.00,7784.00,3249.75,55.75,-
17.10.2018 06:00,0.00,9263.00,3130.75,73.6,-
17.10.2018 07:00,38.50,9677.00,2843.5,88.77,-
17.10.2018 08:00,2187.00,9639.75,2554.25,89.99,-
17.10.2018 09:00,7410.50,9426.75,2278.0,87.6,-
17.10.2018 10:00,12759.25,9192.75,1684.5,80.48,-
17.10.2018 11:00,17044.25,8960.50,932.25,74.24,-
17.10.2018 12:00,19239.75,8828.25,657.25,59.75,-
17.10.2018 13:00,19105.75,8910.25,677.75,57.85,-
17.10.2018 14:00,16771.50,8792.50,793.0,60.01,-
17.10.2018 15:00,12725.25,9057.50,787.0,70.81,-
17.10.2018 16:00,7321.25,9175.50,706.5,79.94,-
17.10.2018 17:00,2056.75,9285.75,924.5,82.94,-
17.10.2018 18:00,61.50,9296.00,1527.5,89.94,-
17.10.2018 19:00,0.00,9481.00,2086.0,112.66,-
17.10.2018 20:00,0.00,9136.75,2296.25,86.14,-
17.10.2018 21:00,0.00,8915.75,2159.25,75.57,-
17.10.2018 22:00,0.00,8621.50,2008.0,58.46,-
17.10.2018 23:00,0.00,8042.00,2020.25,56.5,-
18.10.2018 00:00,0.00,6934.00,2195.75,55.35,-
18.10.2018 01:00,0.00,6425.25,2451.25,53.36,-
18.10.2018 02:00,0.00,6311.25,3201.0,50.75,45686.00
18.10.2018 03:00,0.00,6108.00,4158.25,48.88,45993.75
18.10.2018 04:00,0.00,6117.50,4614.25,48.9,47263.00
18.10.2018 05:00,0.00,6632.75,4745.25,52.32,50782.25
18.10.2018 06:00,0.00,7589.75,5175.25,61.06,58788.25
18.10.2018 07:00,29.00,8850.25,5639.75,79.86,64295.75
18.10.2018 08:00,1608.75,9242.50,5953.75,82.99,66258.50
18.10.2018 09:00,5269.00,9410.00,5732.75,80.97,66953.75
18.10.2018 10:00,9395.00,9339.50,5656.75,74.59,67766.25
18.10.2018 11:00,12898.75,9213.00,5937.0,61.52,68586.75
18.10.2018 12:00,14389.25,8737.25,6037.0,55.28,68000.00
18.10.2018 13:00,13994.50,8539.25,6156.0,55.04,67108.00
