Date,Price_DayAhead,Load_Forecast,Solar,Wind_Offshore,Wind_Onshore
2019-03-02 20:00:00+01:00,38.27,55118.27,0.0,4604.14,13821.19
2019-03-02 21:00:00+01:00,32.07,51602.01,0.0,4584.02,16250.62
2019-03-02 22:00:00+01:00,30.52,51380.53,0.0,4757.39,18582.18
2019-03-02 23:00:00+01:00,25.34,48067.03,0.0,4879.92,20096.88
2019-03-03 00:00:00+01:00,22.77,44931.84,0.0,4776.45,22256.4
2019-03-03 01:00:00+01:00,8.67,43018.05,0.0,4694.96,23760.33
2019-03-03 02:00:00+01:00,1.84,41697.58,0.0,4785.58,24949.12
2019-03-03 03:00:00+01:00,0.09,41215.62,0.0,4831.04,26242.13
2019-03-03 04:00:00+01:00,0.07,41252.5,0.0,4905.57,27315.85
2019-03-03 05:00:00+01:00,0.03,41602.15,0.0,4945.13,28056.87
2019-03-03 06:00:00+01:00,-2.81,40746.54,0.0,4962.05,28934.07
2019-03-03 07:00:00+01:00,-0.04,41924.0,110.4,4930.63,29916.61
2019-03-03 08:00:00+01:00,2.86,44640.4,1463.05,4841.48,30182.33
2019-03-03 09:00:00+01:00,0.08,47453.19,3556.97,4773.94,30210.06
2019-03-03 10:00:00+01:00,0.11,49980.89,5464.04,4973.78,29586.08
2019-03-03 11:00:00+01:00,3.33,51816.5,6736.09,4884.59,29256.9
2019-03-03 12:00:00+01:00,4.02,52205.63,7174.66,4786.08,28703.73
2019-03-03 13:00:00+01:00,1.06,50408.1,6882.16,4600.15,28257.34
2019-03-03 14:00:00+01:00,2.0,48343.87,6071.38,4149.68,27418.79
2019-03-03 15:00:00+01:00,4.75,48363.2,4681.28,3684.74,26598.51
2019-03-03 16:00:00+01:00,15.0,47908.3,2708.91,3324.32,25735.05
2019-03-03 17:00:00+01:00,22.72,49667.6,789.22,3488.42,25378.04
2019-03-03 18:00:00+01:00,31.8,53867.63,5.25,4004.35,25792.61
2019-03-03 19:00:00+01:00,38.49,55749.71,0.0,4108.96,26455.09
2019-03-03 20:00:00+01:00,24.83,53800.39,0.0,4492.51,27600.06
2019-03-03 21:00:00+01:00,19.92,50910.72,0.0,4674.42,28470.6
2019-03-03 22:00:00+01:00,24.3,51484.32,0.0,4680.3,28747.03
2019-03-03 23:00:00+01:00,19.47,48430.97,0.0,4697.11,28973.51
2019-03-04 00:00:00+01:00,-0.07,45876.88,0.0,4528.27,30784.14
2019-03-04 01:00:00+01:00,-0.21,44058.18,0.0,4651.2,30753.59
2019-03-04 02:00:00+01:00,-6.86,43004.6,0.0,4866.57,30453.11
2019-03-04 03:00:00+01:00,-7.0,43125.75,0.0,4975.94,30183.35
2019-03-04 04:00:00+01:00,-2.47,44389.64,0.0,5042.89,30068.72
2019-03-04 05:00:00+01:00,6.24,47454.38,0.0,5077.99,30195.41
2019-03-04 06:00:00+01:00,25.83,53569.34,0.0,5100.39,31030.51
2019-03-04 07:00:00+01:00,37.96,60548.43,201.7,5095.91,31787.04
2019-03-04 08:00:00+01:00,33.1,63992.99,2664.58,5058.26,33082.3
2019-03-04 09:00:00+01:00,20.69,64806.7,5896.99,4748.1,34789.73
2019-03-04 10:00:00+01:00,7.54,65740.03,8949.48,4739.56,36595.85
2019-03-04 11:00:00+01:00,0.09,66332.13,11020.83,4745.26,37908.77
2019-03-04 12:00:00+01:00,4.28,66153.33,11654.2,4568.69,38946.67
2019-03-04 13:00:00+01:00,0.07,65493.23,10943.27,4538.42,39267.27
2019-03-04 14:00:00+01:00,5.28,63687.78,9284.98,4488.04,39150.01
2019-03-04 15:00:00+01:00,12.81,61842.61,6689.61,4434.15,38855.35
2019-03-04 16:00:00+01:00,14.81,62521.74,3736.28,4361.5,38347.3
2019-03-04 17:00:00+01:00,27.09,60024.93,1097.5,4363.4,37414.76
2019-03-04 18:00:00+01:00,42.46,62324.64,7.26,4384.48,36514.29
2019-03-04 19:00:00+01:00,43.02,63763.11,0.0,4423.55,35920.22
2019-03-04 20:00:00+01:00,25.98,61717.37,0.0,4427.85,35812.64
2019-03-04 21:00:00+01:00,21.1,59509.82,0.0,4458.63,35420.56
2019-03-04 22:00:00+01:00,10.06,57791.32,0.0,4442.52,34422.67
2019-03-04 23:00:00+01:00,-2.39,53548.22,0.0,4725.66,34198.01
2019-03-05 00:00:00+01:00,-0.08,50373.07,0.0,4341.42,35854.77
2019-03-05 01:00:00+01:00,-2.39,48163.99,0.0,4343.68,35809.83
2019-03-05 02:00:00+01:00,-4.95,46925.94,0.0,4297.11,35691.2
2019-03-05 03:00:00+01:00,-1.92,47157.96,0.0,4251.97,35683.57
2019-03-05 04:00:00+01:00,-2.23,48151.45,0.0,4273.44,35504.75
2019-03-05 05:00:00+01:00,11.23,51009.06,0.0,4405.83,35411.09
2019-03-05 06:00:00+01:00,33.49,57478.62,0.0,4463.5,35315.12
2019-03-05 07:00:00+01:00,44.24,64441.16,213.77,4574.51,34907.83
2019-03-05 08:00:00+01:00,40.76,66177.08,2881.17,4604.65,34534.11
2019-03-05 09:00:00+01:00,34.59,66191.46,6351.98,4623.81,34606.08
2019-03-05 10:00:00+01:00,27.31,66926.69,9540.1,4615.96,34456.68
2019-03-05 11:00:00+01:00,31.07,67547.77,11789.66,4587.5,33823.18
2019-03-05 12:00:00+01:00,32.45,67223.07,12522.91,4562.55,32562.04
2019-03-05 13:00:00+01:00,34.04,66817.74,11781.52,4517.3,31240.05
2019-03-05 14:00:00+01:00,37.7,65563.92,10167.86,4390.21,29228.62
2019-03-05 15:00:00+01:00,44.09,65279.74,7874.72,4246.06,26876.14
2019-03-05 16:00:00+01:00,46.39,63833.64,4747.39,4547.7,24236.0
2019-03-05 17:00:00+01:00,49.27,63937.79,1521.27,4451.86,20925.99
2019-03-05 18:00:00+01:00,55.01,66150.84,17.24,4086.58,17997.92
2019-03-05 19:00:00+01:00,55.23,67817.39,0.0,3772.44,15958.58
2019-03-05 20:00:00+01:00,51.1,64892.79,0.0,3631.35,15309.89
2019-03-05 21:00:00+01:00,48.09,60767.21,0.0,3679.18,14508.66
2019-03-05 22:00:00+01:00,46.09,58852.15,0.0,3659.7,13499.61
2019-03-05 23:00:00+01:00,41.54,54061.56,0.0,3619.8,12827.38
2019-03-06 00:00:00+01:00,36.08,51938.73,0.0,3337.31,12510.37
2019-03-06 01:00:00+01:00,32.69,49541.22,0.0,3592.95,12394.49
2019-03-06 02:00:00+01:00,33.01,48130.0,0.0,3550.47,12274.88
2019-03-06 03:00:00+01:00,32.2,48390.65,0.0,3373.77,12042.92
2019-03-06 04:00:00+01:00,30.7,49244.45,0.0,3286.98,12180.71
2019-03-06 05:00:00+01:00,33.11,52082.12,0.0,3249.29,12953.78
2019-03-06 06:00:00+01:00,43.81,58179.24,0.0,3523.72,14365.29
2019-03-06 07:00:00+01:00,47.46,65091.09,275.25,3671.44,15875.2
2019-03-06 08:00:00+01:00,47.38,68641.36,3803.0,3970.83,16713.88
2019-03-06 09:00:00+01:00,40.04,68738.62,8397.33,4203.7,17279.14
2019-03-06 10:00:00+01:00,33.13,69606.61,12214.72,4367.85,18368.33
2019-03-06 11:00:00+01:00,29.79,70161.43,14516.8,4415.3,20063.42
2019-03-06 12:00:00+01:00,28.65,69704.89,15047.88,4501.91,22308.24
2019-03-06 13:00:00+01:00,28.62,69380.19,14149.82,4541.62,24108.07
2019-03-06 14:00:00+01:00,28.9,68121.39,11902.33,4603.32,24898.41
2019-03-06 15:00:00+01:00,28.66,68117.98,8808.6,4657.52,25117.29
2019-03-06 16:00:00+01:00,29.37,66619.28,4995.73,4699.56,24783.15
2019-03-06 17:00:00+01:00,36.88,66443.71,1548.99,4706.05,24938.51
2019-03-06 18:00:00+01:00,43.7,68146.28,18.57,4709.08,25660.21
2019-03-06 19:00:00+01:00,43.9,69674.73,0.0,4784.43,26289.24
2019-03-06 20:00:00+01:00,40.38,67050.28,0.0,4834.33,26358.17
2019-03-06 21:00:00+01:00,28.96,63071.32,0.0,4818.78,26116.07
2019-03-06 22:00:00+01:00,29.55,61253.81,0.0,4808.09,25373.99
2019-03-06 23:00:00+01:00,27.49,56277.79,0.0,4929.76,24912.98
2019-03-07 00:00:00+01:00,25.05,51124.76,0.0,5175.25,24630.63
2019-03-07 01:00:00+01:00,23.81,48848.27,0.0,5133.9,23864.21
2019-03-07 02:00:00+01:00,21.16,47774.84,0.0,5049.55,23467.39
2019-03-07 03:00:00+01:00,17.97,47866.36,0.0,4931.93,23377.39
2019-03-07 04:00:00+01:00,21.8,48777.3,0.0,4813.63,23478.32
2019-03-07 05:00:00+01:00,23.17,51534.2,0.0,4635.94,24215.58
2019-03-07 06:00:00+01:00,31.58,57284.11,0.0,4450.72,25696.52
2019-03-07 07:00:00+01:00,39.91,64457.95,231.63,4352.91,27419.38
2019-03-07 08:00:00+01:00,39.4,67984.0,2223.62,4547.46,29530.75
2019-03-07 09:00:00+01:00,32.39,68380.99,4912.14,4711.29,31086.59
2019-03-07 10:00:00+01:00,28.35,69189.91,6916.83,4429.67,32461.97
2019-03-07 11:00:00+01:00,28.54,70095.99,8419.02,4278.45,33478.46
2019-03-07 12:00:00+01:00,28.22,70091.58,8810.45,4426.06,34646.48
2019-03-07 13:00:00+01:00,25.63,69621.68,8862.61,4433.77,35435.45
2019-03-07 14:00:00+01:00,27.62,67785.91,8628.69,4481.81,35353.96
2019-03-07 15:00:00+01:00,27.54,67553.67,7321.21,4491.47,35003.19
2019-03-07 16:00:00+01:00,28.24,66244.91,4878.99,4472.98,34256.34
2019-03-07 17:00:00+01:00,34.06,65976.54,1594.22,4489.92,33167.19
2019-03-07 18:00:00+01:00,43.95,67333.04,19.64,4465.35,32458.87
2019-03-07 19:00:00+01:00,45.01,68640.02,0.0,4460.32,32742.09
2019-03-07 20:00:00+01:00,39.76,65801.83,0.0,4462.54,34438.61
2019-03-07 21:00:00+01:00,27.12,61398.9,0.0,4319.57,35632.89
2019-03-07 22:00:00+01:00,29.25,59547.85,0.0,4369.15,36242.96
2019-03-07 23:00:00+01:00,7.01,54925.71,0.0,4387.41,36902.89
2019-03-08 00:00:00+01:00,12.49,50315.93,0.0,4175.14,36427.53
2019-03-08 01:00:00+01:00,-2.47,47898.14,0.0,4202.51,37093.53
2019-03-08 02:00:00+01:00,-4.97,46639.27,0.0,4241.46,37237.46
2019-03-08 03:00:00+01:00,-1.71,46640.33,0.0,4293.16,37402.81
2019-03-08 04:00:00+01:00,0.76,47679.1,0.0,4333.17,37455.53
2019-03-08 05:00:00+01:00,19.94,50153.88,0.0,4332.74,37237.26
2019-03-08 06:00:00+01:00,25.78,55831.09,0.0,4284.32,37538.74
2019-03-08 07:00:00+01:00,36.05,62632.04,330.72,4297.9,37079.86
2019-03-08 08:00:00+01:00,32.34,66053.11,2864.46,4305.48,36220.87
2019-03-08 09:00:00+01:00,25.06,66653.35,6066.4,4308.05,35619.38
2019-03-08 10:00:00+01:00,22.96,67366.32,8812.45,4933.61,34929.08
2019-03-08 11:00:00+01:00,25.61,68504.17,10872.44,4911.76,33637.45
2019-03-08 12:00:00+01:00,23.35,68239.13,12249.53,4884.75,32040.94
2019-03-08 13:00:00+01:00,23.48,67586.5,12576.64,4823.76,30519.27
2019-03-08 14:00:00+01:00,25.38,65905.56,11847.78,4682.85,28919.69
2019-03-08 15:00:00+01:00,33.71,65424.13,9656.33,4602.95,27207.15
2019-03-08 16:00:00+01:00,38.34,64348.81,6161.28,4597.05,24945.39
2019-03-08 17:00:00+01:00,43.07,64135.57,2093.09,4541.45,21699.65
2019-03-08 18:00:00+01:00,48.72,65503.9,41.48,4518.84,18625.94
2019-03-08 19:00:00+01:00,50.95,66735.1,0.0,4545.24,16856.95
2019-03-08 20:00:00+01:00,44.04,63464.91,0.0,4573.22,17024.33
2019-03-08 21:00:00+01:00,40.57,59066.4,0.0,4615.17,17496.27
2019-03-08 22:00:00+01:00,39.24,57202.65,0.0,4643.83,18376.71
2019-03-08 23:00:00+01:00,30.61,52895.99,0.0,4658.68,19829.59
2019-03-09 00:00:00+01:00,27.67,50446.05,0.0,4860.28,22399.2
2019-03-09 01:00:00+01:00,15.4,47766.35,0.0,4751.4,24552.86
2019-03-09 02:00:00+01:00,4.24,46357.12,0.0,4653.85,26800.25
2019-03-09 03:00:00+01:00,0.07,45924.48,0.0,4673.88,29087.71
2019-03-09 04:00:00+01:00,0.06,45937.82,0.0,4685.54,31177.2
2019-03-09 05:00:00+01:00,0.03,46560.1,0.0,4697.08,32723.34
2019-03-09 06:00:00+01:00,-0.04,46715.22,0.0,4375.54,34441.5
2019-03-09 07:00:00+01:00,0.13,49114.37,193.76,4386.4,35374.37
2019-03-09 08:00:00+01:00,10.05,53189.75,1412.49,4379.85,35679.78
2019-03-09 09:00:00+01:00,8.54,56005.44,2970.82,4369.36,36147.87
2019-03-09 10:00:00+01:00,7.83,58211.77,4646.91,4364.06,36562.52
2019-03-09 11:00:00+01:00,11.03,59292.06,6185.74,4375.32,36849.57
2019-03-09 12:00:00+01:00,0.74,59050.21,7218.41,4369.69,37073.96
2019-03-09 13:00:00+01:00,0.04,57501.31,7704.77,4332.91,37181.88
2019-03-09 14:00:00+01:00,-0.08,55586.48,7442.44,4321.39,36807.77
2019-03-09 15:00:00+01:00,-0.82,55635.22,6132.75,4307.89,36442.04
2019-03-09 16:00:00+01:00,0.08,54565.25,3846.08,4303.41,35681.79
2019-03-09 17:00:00+01:00,10.96,55234.43,1294.48,4538.15,35077.93
2019-03-09 18:00:00+01:00,22.8,57830.73,33.1,4499.19,34334.21
2019-03-09 19:00:00+01:00,25.08,59090.79,0.0,4465.88,33558.52
2019-03-09 20:00:00+01:00,21.62,56550.82,0.0,4478.83,33261.18
2019-03-09 21:00:00+01:00,11.96,52896.47,0.0,4473.23,33071.17
2019-03-09 22:00:00+01:00,13.37,52887.91,0.0,4379.9,32352.6
2019-03-09 23:00:00+01:00,0.72,49379.58,0.0,4414.36,31349.15
2019-03-10 00:00:00+01:00,-23.04,44724.08,0.0,4286.99,32132.6
2019-03-10 01:00:00+01:00,-11.15,42448.34,0.0,4323.43,31266.5
2019-03-10 02:00:00+01:00,-12.55,41198.8,0.0,4240.31,29394.77
2019-03-10 03:00:00+01:00,-2.89,40718.72,0.0,4134.94,27500.24
2019-03-10 04:00:00+01:00,-2.6,40991.82,0.0,3956.26,24940.96
2019-03-10 05:00:00+01:00,-0.86,41454.43,0.0,3607.48,22021.61
2019-03-10 06:00:00+01:00,4.97,41010.51,0.02,3615.23,19662.34
2019-03-10 07:00:00+01:00,19.32,42183.25,220.53,2783.51,17091.09
2019-03-10 08:00:00+01:00,26.24,45437.32,1396.18,2147.58,15735.05
2019-03-10 09:00:00+01:00,28.97,48817.48,2683.58,1699.23,14962.43
2019-03-10 10:00:00+01:00,27.12,51450.95,3891.53,1402.92,14710.44
2019-03-10 11:00:00+01:00,32.46,53895.73,4969.67,1253.2,14537.89
2019-03-10 12:00:00+01:00,31.01,54415.33,5769.95,1134.03,14753.52
2019-03-10 13:00:00+01:00,27.84,52630.95,6313.09,1053.87,15137.9
2019-03-10 14:00:00+01:00,23.06,50401.65,6516.6,1103.41,15951.93
2019-03-10 15:00:00+01:00,23.07,50424.63,5581.18,1279.47,17299.6
2019-03-10 16:00:00+01:00,23.79,49590.75,3698.81,1519.59,18514.63
2019-03-10 17:00:00+01:00,29.17,50671.99,1336.85,1738.02,19746.02
2019-03-10 18:00:00+01:00,31.01,53744.02,46.38,2072.58,21152.05
2019-03-10 19:00:00+01:00,40.92,55510.73,0.0,2239.01,22735.3
2019-03-10 20:00:00+01:00,29.91,53899.87,0.0,2245.36,23925.15
2019-03-10 21:00:00+01:00,24.89,50991.65,0.0,2299.48,24758.02
2019-03-10 22:00:00+01:00,26.63,51830.72,0.0,2451.9,25301.25
2019-03-10 23:00:00+01:00,22.92,48784.68,0.0,2596.82,25822.41
2019-03-11 00:00:00+01:00,21.8,47310.54,0.0,2590.36,27782.76
2019-03-11 01:00:00+01:00,19.81,45255.53,0.0,2958.92,28020.47
2019-03-11 02:00:00+01:00,22.02,44236.09,0.0,3012.96,27773.7
2019-03-11 03:00:00+01:00,16.21,44426.35,0.0,3148.42,27379.53
2019-03-11 04:00:00+01:00,18.22,45404.25,0.0,3236.83,27001.13
2019-03-11 05:00:00+01:00,24.4,48712.36,0.0,3372.15,26751.14
2019-03-11 06:00:00+01:00,39.45,55453.79,0.05,3435.57,26837.62
2019-03-11 07:00:00+01:00,47.96,62441.9,364.02,3180.45,26751.31
2019-03-11 08:00:00+01:00,48.06,66952.96,2347.22,2947.85,26689.63
2019-03-11 09:00:00+01:00,46.84,67900.24,4799.79,2708.61,27441.44
2019-03-11 10:00:00+01:00,45.31,69150.8,7348.81,2628.14,27413.49
2019-03-11 11:00:00+01:00,42.66,70062.32,9430.92,2122.38,27266.85
2019-03-11 12:00:00+01:00,39.95,70319.91,10345.73,1786.61,26810.06
2019-03-11 13:00:00+01:00,38.69,69782.25,10306.19,2065.02,25803.68
2019-03-11 14:00:00+01:00,36.9,67705.24,9268.2,2625.94,24555.54
2019-03-11 15:00:00+01:00,37.11,65974.35,7458.07,3146.13,23808.23
2019-03-11 16:00:00+01:00,39.0,66677.31,4798.07,3522.09,23459.08
2019-03-11 17:00:00+01:00,46.28,64129.73,1841.59,3615.35,22706.04
2019-03-11 18:00:00+01:00,50.29,65383.39,69.96,3539.72,21871.55
2019-03-11 19:00:00+01:00,57.9,66843.01,0.0,3322.82,21457.58
2019-03-11 20:00:00+01:00,50.06,64869.32,0.0,2903.2,20386.91
2019-03-11 21:00:00+01:00,47.52,62256.91,0.0,2613.79,18967.73
2019-03-11 22:00:00+01:00,47.61,60288.61,0.0,2564.24,17590.6
2019-03-11 23:00:00+01:00,44.01,55914.01,0.0,2472.02,16870.66
2019-03-12 00:00:00+01:00,40.98,52618.52,0.0,1941.21,13726.24
2019-03-12 01:00:00+01:00,38.97,50488.14,0.0,2026.89,13187.07
2019-03-12 02:00:00+01:00,36.91,49308.12,0.0,2308.86,12998.34
2019-03-12 03:00:00+01:00,35.0,49197.01,0.0,2720.72,12914.73
2019-03-12 04:00:00+01:00,32.92,50134.17,0.0,3236.04,12446.93
2019-03-12 05:00:00+01:00,36.3,52670.77,0.0,3867.19,12541.63
2019-03-12 06:00:00+01:00,46.83,58298.26,1.09,4063.34,13621.33
2019-03-12 07:00:00+01:00,52.05,64581.02,686.58,4737.76,14251.04
2019-03-12 08:00:00+01:00,51.37,68322.96,3788.69,4680.63,14954.88
2019-03-12 09:00:00+01:00,48.02,68741.42,7708.1,4665.47,16248.91
2019-03-12 10:00:00+01:00,43.81,69949.76,11155.62,4451.32,17914.78
2019-03-12 11:00:00+01:00,38.72,70751.22,13324.99,4336.68,20274.68
2019-03-12 12:00:00+01:00,35.82,70517.45,13972.98,4346.63,22337.22
2019-03-12 13:00:00+01:00,31.76,70416.31,13514.77,4059.81,24435.51
2019-03-12 14:00:00+01:00,31.06,68971.49,11852.26,4339.15,25321.4
2019-03-12 15:00:00+01:00,32.93,68767.89,9134.59,4444.6,26086.08
2019-03-12 16:00:00+01:00,35.26,67278.63,5484.16,4583.27,26666.92
2019-03-12 17:00:00+01:00,40.06,67009.03,2039.99,4801.42,27553.01
2019-03-12 18:00:00+01:00,44.02,68160.11,80.03,4668.7,29011.41
2019-03-12 19:00:00+01:00,41.57,69508.15,0.0,4793.95,31050.01
2019-03-12 20:00:00+01:00,33.01,66719.56,0.0,4802.55,32490.72
2019-03-12 21:00:00+01:00,26.49,62901.41,0.0,4793.13,33393.47
2019-03-12 22:00:00+01:00,23.87,61113.81,0.0,5083.73,33645.66
2019-03-12 23:00:00+01:00,0.36,56524.45,0.0,5038.07,32885.48
2019-03-13 00:00:00+01:00,7.07,51241.26,0.0,5728.15,32501.53
2019-03-13 01:00:00+01:00,0.06,48985.07,0.0,5741.76,32382.55
2019-03-13 02:00:00+01:00,-0.07,47743.4,0.0,5745.49,32234.45
2019-03-13 03:00:00+01:00,2.45,47993.01,0.0,5734.32,31901.82
2019-03-13 04:00:00+01:00,8.09,49017.42,0.0,5729.14,31548.09
2019-03-13 05:00:00+01:00,19.17,51851.99,0.0,5688.03,31574.66
2019-03-13 06:00:00+01:00,25.91,57552.98,0.11,4988.53,32242.33
2019-03-13 07:00:00+01:00,36.48,64533.56,701.65,4984.79,33343.26
2019-03-13 08:00:00+01:00,26.0,67946.91,3701.15,4661.64,34771.52
2019-03-13 09:00:00+01:00,18.5,68207.1,7059.89,4633.37,36235.32
2019-03-13 10:00:00+01:00,2.28,69674.01,9631.32,4630.42,36979.65
2019-03-13 11:00:00+01:00,8.24,71108.59,11137.36,4641.78,37342.76
2019-03-13 12:00:00+01:00,10.8,70892.75,11567.85,4679.58,37683.61
2019-03-13 13:00:00+01:00,5.23,70505.93,10978.36,4723.12,37780.05
2019-03-13 14:00:00+01:00,13.97,69369.79,9563.54,4742.76,37431.44
2019-03-13 15:00:00+01:00,20.07,68858.2,7493.36,4739.84,37031.3
2019-03-13 16:00:00+01:00,23.83,67339.67,4712.7,5057.42,36601.35
2019-03-13 17:00:00+01:00,30.62,66841.81,1751.86,5080.05,35875.32
2019-03-13 18:00:00+01:00,35.55,67962.33,113.61,5111.41,35342.87
2019-03-13 19:00:00+01:00,39.91,69436.38,0.0,5125.7,35003.52
2019-03-13 20:00:00+01:00,30.25,66540.2,0.0,5125.09,35062.93
2019-03-13 21:00:00+01:00,25.52,62384.32,0.0,5115.09,35010.66
2019-03-13 22:00:00+01:00,24.3,60380.53,0.0,5091.36,34376.64
2019-03-13 23:00:00+01:00,18.9,55688.83,0.0,5727.04,33748.81
2019-03-14 00:00:00+01:00,24.17,53044.29,0.0,4526.97,31760.15
2019-03-14 01:00:00+01:00,22.25,50489.04,0.0,4462.0,30952.98
2019-03-14 02:00:00+01:00,20.37,49297.59,0.0,4391.54,30196.58
2019-03-14 03:00:00+01:00,20.5,49367.85,0.0,4399.75,29117.28
2019-03-14 04:00:00+01:00,22.33,50130.72,0.0,4465.92,27790.93
2019-03-14 05:00:00+01:00,27.08,52999.95,0.0,4521.96,27125.08
2019-03-14 06:00:00+01:00,37.69,58727.68,0.09,4528.36,27097.41
2019-03-14 07:00:00+01:00,42.37,65928.4,401.53,4508.11,27166.44
2019-03-14 08:00:00+01:00,42.6,67749.6,1891.27,4540.87,28226.59
2019-03-14 09:00:00+01:00,38.56,68305.97,3334.98,4564.1,29991.18
2019-03-14 10:00:00+01:00,40.32,69649.6,4329.54,4578.22,31628.86
2019-03-14 11:00:00+01:00,39.29,70662.33,4908.13,4619.5,32676.22
2019-03-14 12:00:00+01:00,39.26,70343.95,4928.83,4627.5,33331.35
2019-03-14 13:00:00+01:00,38.67,70483.7,4360.05,4507.09,33663.38
2019-03-14 14:00:00+01:00,37.79,68942.85,3568.71,4352.84,33378.25
2019-03-14 15:00:00+01:00,34.85,68433.38,2777.25,4759.7,33393.69
2019-03-14 16:00:00+01:00,31.11,66973.08,1792.25,4839.56,32949.09
2019-03-14 17:00:00+01:00,34.62,66874.21,730.11,4897.63,32459.06
2019-03-14 18:00:00+01:00,37.58,68082.08,80.94,4888.67,32492.26
2019-03-14 19:00:00+01:00,39.13,69800.51,0.0,4813.63,32717.28
2019-03-14 20:00:00+01:00,33.6,67428.79,0.0,4753.31,32195.03
2019-03-14 21:00:00+01:00,29.79,63153.6,0.0,4729.24,31905.12
2019-03-14 22:00:00+01:00,27.38,61096.49,0.0,4714.86,30939.94
2019-03-14 23:00:00+01:00,19.76,56337.53,0.0,4717.79,30815.0
2019-03-15 00:00:00+01:00,11.91,52494.78,0.0,4349.67,31605.79
2019-03-15 01:00:00+01:00,13.43,49886.41,0.0,4344.79,31369.51
2019-03-15 02:00:00+01:00,11.37,48427.82,0.0,4383.26,30265.99
2019-03-15 03:00:00+01:00,7.65,48477.85,0.0,4438.13,29408.24
2019-03-15 04:00:00+01:00,13.17,49406.95,0.0,4561.0,28313.27
2019-03-15 05:00:00+01:00,22.28,52113.69,0.0,4764.03,27048.6
2019-03-15 06:00:00+01:00,28.6,57601.67,0.14,4819.27,25957.78
2019-03-15 07:00:00+01:00,40.79,63804.64,480.22,4825.83,24611.07
2019-03-15 08:00:00+01:00,42.56,68883.18,1919.52,4853.26,24126.77
2019-03-15 09:00:00+01:00,42.59,69678.95,3201.28,4934.19,24719.21
2019-03-15 10:00:00+01:00,41.54,70856.02,3966.33,4924.52,25479.08
2019-03-15 11:00:00+01:00,40.97,71502.43,4327.11,4866.13,27123.44
2019-03-15 12:00:00+01:00,39.91,71560.15,4258.51,4866.85,28976.45
2019-03-15 13:00:00+01:00,33.54,70633.67,3866.72,4841.91,30522.6
2019-03-15 14:00:00+01:00,25.89,68746.67,3385.03,4406.85,32762.99
2019-03-15 15:00:00+01:00,24.76,67500.57,2699.65,4196.96,35042.5
2019-03-15 16:00:00+01:00,22.46,66613.71,1800.3,4130.5,36790.53
2019-03-15 17:00:00+01:00,24.47,66719.86,714.06,4070.61,37294.51
2019-03-15 18:00:00+01:00,28.75,67817.53,74.23,4189.61,37802.44
2019-03-15 19:00:00+01:00,35.94,69111.94,0.0,4265.12,37961.47
2019-03-15 20:00:00+01:00,24.34,66215.34,0.0,4404.15,37554.37
2019-03-15 21:00:00+01:00,17.19,61483.69,0.0,4558.35,36864.36
2019-03-15 22:00:00+01:00,0.07,59909.72,0.0,4613.16,35677.04
2019-03-15 23:00:00+01:00,10.79,55560.91,0.0,4926.04,34703.89
2019-03-16 00:00:00+01:00,-1.0,51293.86,0.0,5251.99,35101.59
2019-03-16 01:00:00+01:00,-2.68,48509.97,0.0,5310.68,34037.29
2019-03-16 02:00:00+01:00,0.01,47001.38,0.0,5357.64,32695.47
2019-03-16 03:00:00+01:00,-1.96,46529.65,0.0,5348.38,31249.23
2019-03-16 04:00:00+01:00,2.02,46798.56,0.0,5321.74,29661.23
2019-03-16 05:00:00+01:00,2.33,47603.38,0.0,5166.55,27859.19
2019-03-16 06:00:00+01:00,9.97,48573.33,0.07,4858.86,26145.66
2019-03-16 07:00:00+01:00,21.59,51238.73,432.8,4422.13,23882.22
2019-03-16 08:00:00+01:00,27.93,53161.83,1639.3,3814.77,22407.89
2019-03-16 09:00:00+01:00,34.18,56366.27,3079.1,3286.7,21623.71
2019-03-16 10:00:00+01:00,34.14,59033.11,4554.02,2864.05,21169.82
2019-03-16 11:00:00+01:00,31.91,60464.91,5780.62,2630.26,20871.06
2019-03-16 12:00:00+01:00,30.9,60190.31,6526.73,2817.23,20665.95
2019-03-16 13:00:00+01:00,26.37,58917.48,6747.91,3313.77,21091.32
2019-03-16 14:00:00+01:00,24.76,56794.91,6556.8,3869.57,21604.21
2019-03-16 15:00:00+01:00,23.4,56742.2,5568.8,4450.35,23228.49
2019-03-16 16:00:00+01:00,26.23,55793.33,3840.54,4786.02,24877.81
2019-03-16 17:00:00+01:00,26.23,56575.34,1588.19,4741.26,26094.85
2019-03-16 18:00:00+01:00,28.95,58349.36,147.4,4708.3,27415.25
2019-03-16 19:00:00+01:00,28.27,60117.49,0.0,4354.84,28460.36
2019-03-16 20:00:00+01:00,22.78,57454.93,0.0,4438.41,29319.74
2019-03-16 21:00:00+01:00,5.74,53755.08,0.0,4512.67,30004.29
2019-03-16 22:00:00+01:00,9.09,53343.52,0.0,4876.06,30289.38
2019-03-16 23:00:00+01:00,2.1,49904.68,0.0,4951.73,30166.67
2019-03-17 00:00:00+01:00,-2.3,46163.98,0.0,4964.46,30772.49
2019-03-17 01:00:00+01:00,-3.34,43627.51,0.0,4904.27,30479.08
2019-03-17 02:00:00+01:00,-9.33,42315.39,0.0,4980.39,30287.69
2019-03-17 03:00:00+01:00,-13.53,41653.38,0.0,5244.73,30599.61
